,BookingID,LeadTimeInterval,ArrivalYear,ArrivalMonth,ArrivalDate,NumWeekendNights,NumWeekNights,MealPlan,Parking,RoomType,NumAdults,NumChildren,MarketSegment,RepeatedGuest,NumPrevCancellations,NumPreviousNonCancelled,AvgRoomPrice,SpecialRequests,BookingStatus
84,29104,9,2018,10,23,2,0,Meal Plan 2,0,0,2,0,0,0,0,0,115.0,1,Not_Canceled
85,29105,0,2018,7,2,1,1,Meal Plan 1,0,2,3,0,0,0,0,0,187.0,0,Not_Canceled
86,29106,0,2018,4,1,0,1,Meal Plan 1,1,0,1,0,2,1,0,3,67.0,1,Canceled
87,29107,0,2018,6,19,2,2,Meal Plan 1,0,2,2,0,0,0,0,0,156.0,1,Canceled
88,29108,0,2018,4,4,3,5,Meal Plan 1,0,2,2,0,0,0,0,0,126.75,0,Not_Canceled
89,29109,0,2018,10,16,2,1,Not Selected,0,0,2,0,0,0,0,0,107.1,1,Canceled
90,29110,1,2018,11,19,2,1,Meal Plan 1,0,0,2,0,0,0,0,0,93.6,2,Canceled
91,29111,1,2018,6,8,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,120.0,0,Canceled
92,29112,0,2018,5,31,0,3,Not Selected,0,0,1,0,0,0,0,0,87.78,0,Canceled
93,29113,0,2017,8,8,2,1,Meal Plan 2,0,0,2,0,1,0,0,0,94.5,0,Canceled
94,29114,1,2017,12,9,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,96.3,1,Canceled
95,29115,6,2018,4,8,2,3,Meal Plan 1,0,0,2,0,1,0,0,0,78.0,0,Not_Canceled
96,29116,0,2018,10,11,0,1,Meal Plan 1,1,0,2,0,0,0,0,0,169.0,2,Canceled
97,29117,2,2018,7,8,2,2,Meal Plan 1,0,2,3,0,0,0,0,0,146.7,1,Not_Canceled
98,29118,1,2017,10,22,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,89.25,1,Canceled
99,29119,1,2018,4,10,2,2,Not Selected,0,0,2,0,0,0,0,0,80.75,1,Canceled
100,29120,5,2018,6,7,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,130.0,0,Not_Canceled
101,29121,5,2018,10,21,2,3,Meal Plan 1,0,2,3,0,0,0,0,0,128.7,1,Not_Canceled
102,29122,1,2018,3,20,2,3,Meal Plan 1,0,0,2,0,0,0,0,0,90.95,1,Canceled
103,29123,1,2017,12,5,2,1,Not Selected,0,0,2,0,0,0,0,0,95.4,2,Canceled
104,29124,0,2018,10,15,0,1,Not Selected,0,0,1,0,0,0,0,0,140.0,0,Canceled
105,29125,1,2018,6,10,0,1,Not Selected,0,0,2,0,0,0,0,0,116.1,1,Canceled
106,29126,0,2018,6,21,0,2,Meal Plan 1,0,2,2,0,0,0,0,0,156.0,1,Canceled
107,29127,2,2018,3,24,1,3,Meal Plan 1,0,2,2,0,0,0,0,0,99.45,0,Not_Canceled
108,29128,0,2018,6,10,0,2,Meal Plan 1,0,2,2,0,0,0,0,0,136.0,1,Canceled
109,29129,0,2018,6,8,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,120.0,0,Canceled
110,29130,0,2018,11,29,0,1,Meal Plan 1,0,0,1,0,1,0,0,0,75.0,0,Canceled
111,29131,9,2018,10,23,2,0,Meal Plan 2,0,0,2,0,0,0,0,0,115.0,1,Not_Canceled
112,29132,6,2017,7,17,0,2,Meal Plan 2,0,0,2,0,0,0,0,0,109.0,0,Not_Canceled
113,29133,4,2018,6,15,0,2,Meal Plan 1,0,0,1,0,0,0,0,0,130.0,0,Not_Canceled
114,29134,0,2018,2,3,0,1,Meal Plan 1,0,0,1,0,2,0,0,0,66.0,1,Canceled
115,29135,0,2018,4,9,2,1,Meal Plan 1,0,0,1,0,0,0,0,0,115.0,1,Canceled
116,29136,2,2018,4,20,0,2,Meal Plan 1,0,2,2,0,0,0,0,0,90.95,0,Not_Canceled
117,29137,0,2018,10,3,1,1,Not Selected,0,0,2,0,0,0,0,0,129.0,1,Canceled
118,29138,2,2018,6,11,2,5,Meal Plan 1,0,0,2,0,0,0,0,0,119.85,2,Canceled
119,29139,6,2018,6,17,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,75.0,0,Not_Canceled
120,29140,0,2018,6,29,0,3,Meal Plan 1,0,2,2,0,0,0,0,0,125.25,1,Canceled
121,29141,2,2018,6,20,1,2,Meal Plan 1,0,0,2,0,0,0,0,0,126.9,0,Not_Canceled
122,29142,6,2018,6,24,0,2,Meal Plan 2,0,0,2,0,0,0,0,0,109.0,0,Not_Canceled
123,29143,1,2018,4,15,2,3,Meal Plan 1,0,2,2,0,0,0,0,0,112.2,0,Not_Canceled
124,29144,0,2017,10,1,0,1,Meal Plan 1,0,0,1,0,2,0,0,0,109.0,1,Canceled
125,29145,0,2018,12,28,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,168.73,0,Not_Canceled
126,29146,0,2017,9,5,2,1,Meal Plan 1,0,0,2,0,0,0,0,0,94.5,3,Canceled
127,29147,0,2017,9,7,1,1,Meal Plan 1,0,0,1,0,1,0,0,0,98.8,0,Canceled
128,29148,0,2018,6,19,1,0,Meal Plan 2,0,4,2,0,3,1,0,1,0.0,1,Canceled
129,29149,0,2017,8,25,0,2,Meal Plan 1,0,3,2,2,0,0,0,0,156.0,1,Canceled
130,29150,0,2018,6,14,0,3,Not Selected,0,0,2,0,0,0,0,0,107.1,1,Canceled
131,29151,3,2018,5,12,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,105.3,1,Not_Canceled
132,29152,2,2018,2,28,2,1,Meal Plan 1,0,0,1,0,1,0,0,0,82.0,0,Not_Canceled
133,29153,0,2018,2,6,2,2,Not Selected,0,0,2,0,0,0,0,0,55.72,0,Canceled
134,29154,0,2018,10,13,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,105.0,0,Canceled
135,29155,0,2018,1,28,0,1,Meal Plan 1,0,0,1,0,2,0,0,0,66.0,0,Canceled
136,29156,1,2018,5,31,0,3,Meal Plan 1,0,0,1,0,0,0,0,0,115.5,0,Not_Canceled
137,29157,4,2018,4,8,2,3,Meal Plan 1,0,0,2,0,1,0,0,0,78.0,0,Not_Canceled
138,29158,0,2018,2,27,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,103.0,1,Canceled
139,29159,1,2018,5,1,2,0,Not Selected,1,0,2,0,0,0,0,0,125.1,0,Not_Canceled
140,29160,0,2018,1,28,0,3,Meal Plan 1,1,0,1,0,0,0,0,0,95.0,1,Canceled
141,29161,1,2018,9,9,1,2,Meal Plan 2,0,0,2,1,0,0,0,0,166.35,2,Canceled
142,29162,0,2018,5,13,1,2,Meal Plan 1,0,4,2,0,0,0,0,0,203.73,2,Canceled
143,29163,4,2018,6,15,0,2,Meal Plan 1,0,0,1,0,0,0,0,0,130.0,0,Not_Canceled
144,29164,6,2018,8,31,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,90.95,0,Not_Canceled
145,29165,0,2018,11,16,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,93.0,0,Canceled
146,29166,2,2018,10,12,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
147,29167,1,2018,7,2,2,5,Meal Plan 1,0,0,2,0,0,0,0,0,119.7,0,Not_Canceled
148,29168,5,2018,8,14,4,10,Meal Plan 1,0,3,2,2,0,0,0,0,158.95,0,Not_Canceled
149,29169,0,2017,10,15,2,3,Meal Plan 1,0,0,2,0,0,0,0,0,94.95,1,Canceled
150,29170,0,2018,12,30,1,2,Not Selected,0,0,2,0,0,0,0,0,120.0,0,Canceled
151,29171,0,2018,3,4,0,1,Not Selected,0,0,2,0,0,0,0,0,91.0,0,Canceled
152,29172,0,2018,4,15,2,3,Meal Plan 2,0,0,2,0,0,0,0,0,149.4,0,Not_Canceled
153,29173,0,2018,5,24,0,2,Meal Plan 1,0,0,1,0,2,0,0,0,100.0,0,Canceled
154,29174,0,2017,12,1,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,69.0,2,Canceled
155,29175,4,2018,11,1,0,3,Meal Plan 1,0,0,1,0,0,0,0,0,110.0,0,Not_Canceled
156,29176,1,2018,4,1,2,2,Not Selected,0,0,2,0,0,0,0,0,75.65,1,Canceled
157,29177,7,2018,7,21,0,2,Meal Plan 2,0,0,2,0,0,0,0,0,115.0,0,Not_Canceled
158,29178,0,2017,9,7,1,1,Meal Plan 1,0,2,2,0,0,0,0,0,118.8,0,Canceled
159,29179,6,2017,7,1,0,2,Meal Plan 2,0,0,2,0,0,0,0,0,101.5,0,Not_Canceled
160,29180,3,2018,8,1,3,9,Meal Plan 1,0,0,2,1,0,0,0,0,119.71,1,Not_Canceled
161,29181,2,2018,9,14,0,3,Meal Plan 1,0,0,1,0,2,1,3,15,65.0,0,Canceled
162,29182,1,2018,7,2,0,1,Meal Plan 1,0,2,2,0,0,0,0,0,131.4,0,Not_Canceled
163,29183,0,2018,2,15,1,2,Meal Plan 1,0,0,1,0,3,1,0,1,0.0,1,Canceled
164,29184,0,2018,10,22,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,160.0,0,Not_Canceled
165,29185,0,2018,10,3,1,0,Meal Plan 1,0,0,1,0,2,0,0,0,89.0,0,Canceled
166,29186,1,2018,3,20,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,75.0,0,Not_Canceled
167,29187,7,2018,7,30,1,1,Meal Plan 2,0,0,2,0,0,0,0,0,115.0,1,Not_Canceled
168,29188,2,2017,12,6,1,0,Meal Plan 1,0,0,2,0,0,0,0,0,76.5,2,Canceled
169,29189,1,2018,5,12,2,3,Meal Plan 1,0,2,2,0,0,0,0,0,132.6,0,Not_Canceled
170,29190,3,2018,11,26,2,1,Meal Plan 1,0,0,2,0,1,0,0,0,68.0,0,Not_Canceled
171,29191,5,2018,12,29,0,3,Not Selected,0,0,2,0,0,0,0,0,79.5,2,Canceled
172,29192,0,2017,11,10,0,2,Meal Plan 1,0,0,1,0,2,1,0,1,40.0,1,Canceled
173,29193,0,2017,12,11,0,1,Meal Plan 1,0,0,1,0,1,0,0,0,75.0,0,Canceled
174,29194,3,2018,8,21,2,1,Not Selected,1,0,2,0,0,0,0,0,103.5,0,Not_Canceled
175,29195,0,2017,10,1,0,1,Meal Plan 1,0,0,1,0,3,1,0,1,0.0,0,Canceled
176,29196,1,2018,8,24,0,3,Meal Plan 1,0,2,3,0,0,0,0,0,168.3,2,Canceled
177,29197,0,2018,11,16,0,4,Not Selected,0,0,2,0,0,0,0,0,74.8,2,Canceled
178,29198,3,2018,9,30,2,3,Meal Plan 1,0,2,2,0,0,0,0,0,134.46,2,Canceled
179,29199,0,2017,11,3,0,5,Meal Plan 1,0,0,2,0,0,0,0,0,90.95,1,Canceled
180,29200,0,2018,2,21,2,1,Not Selected,0,0,1,0,0,0,0,0,79.0,0,Canceled
181,29201,0,2018,5,24,0,2,Meal Plan 1,0,0,2,0,2,0,0,0,110.0,1,Canceled
182,29202,0,2017,10,7,0,1,Meal Plan 1,0,0,1,0,2,0,0,0,85.5,0,Canceled
183,29203,0,2018,6,17,0,1,Not Selected,0,0,2,0,0,0,0,0,129.0,1,Canceled
184,29204,0,2018,12,2,0,2,Meal Plan 1,0,0,2,0,2,0,0,0,85.0,0,Canceled
185,29205,0,2018,10,10,1,1,Meal Plan 1,0,2,2,0,1,0,0,0,107.0,0,Canceled
186,29206,1,2018,4,3,2,1,Not Selected,0,0,2,1,0,0,0,0,94.0,1,Canceled
187,29207,4,2018,7,12,0,5,Meal Plan 1,0,0,2,0,0,0,0,0,90.95,2,Canceled
188,29208,6,2017,9,21,1,0,Meal Plan 1,0,0,1,0,1,0,0,0,59.5,0,Not_Canceled
189,29209,0,2017,8,14,0,2,Meal Plan 2,0,0,2,0,1,0,0,0,109.0,1,Canceled
190,29210,0,2018,11,2,0,1,Meal Plan 1,0,0,1,0,1,0,0,0,75.0,0,Canceled
191,29211,0,2017,9,20,2,0,Meal Plan 1,0,0,1,0,0,0,0,0,92.4,1,Canceled
192,29212,0,2018,6,23,0,1,Meal Plan 1,0,0,1,0,0,0,0,0,69.84,0,Canceled
193,29213,0,2017,8,27,0,2,Meal Plan 1,0,0,1,0,0,0,0,0,80.0,1,Canceled
194,29214,3,2018,9,23,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,128.8,1,Not_Canceled
195,29215,0,2018,8,20,0,1,Meal Plan 1,0,2,3,0,0,0,0,0,168.3,2,Canceled
196,29216,1,2017,10,29,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Canceled
197,29217,1,2018,11,16,0,2,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
198,29218,0,2018,5,21,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,126.9,2,Canceled
199,29219,2,2018,10,15,2,1,Meal Plan 1,0,0,1,0,0,0,0,0,115.0,0,Not_Canceled
200,29220,2,2018,10,29,1,1,Meal Plan 1,0,1,0,2,0,0,0,0,81.5,2,Canceled
201,29221,0,2018,6,26,2,1,Meal Plan 1,0,2,2,0,1,0,0,0,107.0,0,Canceled
202,29222,0,2017,8,30,1,0,Meal Plan 1,0,0,2,0,0,0,0,0,90.0,2,Canceled
203,29223,3,2018,11,25,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,90.0,0,Not_Canceled
204,29224,0,2018,2,22,1,2,Not Selected,0,0,2,0,0,0,0,0,69.9,0,Canceled
205,29225,2,2018,3,23,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,88.7,0,Not_Canceled
206,29226,0,2017,8,3,1,0,Meal Plan 1,0,2,2,0,3,0,0,0,0.0,0,Canceled
207,29227,2,2018,10,21,1,2,Meal Plan 1,0,0,2,1,0,0,0,0,135.0,0,Not_Canceled
208,29228,0,2017,10,13,0,1,Meal Plan 1,0,0,1,0,3,0,0,0,0.0,0,Canceled
209,29229,1,2017,9,19,2,3,Not Selected,0,0,2,0,0,0,0,0,66.53,1,Canceled
210,29230,0,2018,2,5,0,2,Meal Plan 1,0,0,2,0,0,0,0,0,91.0,1,Canceled
211,29231,0,2018,8,24,0,2,Not Selected,0,0,2,0,0,0,0,0,99.33,1,Canceled
212,29232,1,2018,5,27,1,2,Meal Plan 1,0,0,2,0,1,0,0,0,85.0,0,Canceled
213,29233,1,2018,12,6,0,4,Meal Plan 1,0,0,3,0,1,0,0,0,105.0,0,Canceled
214,29234,4,2018,6,24,0,2,Meal Plan 1,0,0,1,0,1,0,0,0,95.0,0,Not_Canceled
215,29235,0,2018,7,12,0,3,Meal Plan 1,0,0,2,0,0,0,0,0,116.27,1,Canceled
216,29236,0,2017,9,1,1,5,Meal Plan 1,0,0,2,0,0,0,0,0,105.0,2,Canceled
217,29237,2,2018,9,28,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,100.0,0,Not_Canceled
218,29238,0,2018,3,23,0,1,Meal Plan 1,0,0,2,0,1,0,0,0,72.0,1,Canceled
219,29239,0,2018,6,14,0,4,Not Selected,0,0,1,0,0,0,0,0,121.5,1,Canceled
220,29240,0,2018,9,16,0,1,Not Selected,0,0,2,0,0,0,0,0,125.1,1,Canceled
221,29241,2,2017,12,29,0,4,Meal Plan 1,0,2,2,0,1,0,0,0,60.5,1,Canceled
222,29242,2,2018,3,23,0,4,Meal Plan 1,0,0,2,0,0,0,0,0,88.83,1,Canceled
223,29243,0,2017,9,2,0,2,Meal Plan 1,0,0,1,0,2,0,0,0,65.0,0,Canceled
224,29244,0,2017,8,15,2,1,Meal Plan 2,0,0,1,0,0,0,0,0,72.5,0,Canceled
225,29245,0,2018,6,20,1,3,Meal Plan 1,0,0,2,0,0,0,0,0,88.8,0,Canceled
226,29246,0,2018,10,2,2,1,Meal Plan 1,0,0,1,0,2,0,0,0,95.0,0,Canceled
227,29247,0,2018,12,30,0,1,Meal Plan 1,0,3,2,2,0,0,0,0,206.0,0,Not_Canceled
228,29248,0,2017,8,18,0,5,Meal Plan 1,0,0,2,0,0,0,0,0,90.0,1,Canceled
229,29249,1,2018,11,18,2,2,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
230,29250,6,2018,9,22,0,3,Meal Plan 1,0,0,1,0,1,0,0,0,95.67,0,Not_Canceled
231,29251,0,2018,9,15,1,3,Meal Plan 1,0,2,2,0,0,0,0,0,105.64,1,Canceled
232,29252,0,2018,11,8,0,4,Not Selected,0,0,2,0,0,0,0,0,159.38,2,Canceled
233,29253,0,2018,7,21,0,2,Meal Plan 1,0,3,2,2,0,0,0,0,240.0,1,Not_Canceled
234,29254,0,2017,9,21,1,4,Meal Plan 1,0,0,2,0,0,0,0,0,143.2,2,Canceled
235,29255,1,2018,12,24,2,2,Meal Plan 1,0,0,2,0,0,0,0,0,88.4,1,Canceled
236,29256,3,2018,12,29,2,3,Meal Plan 1,0,0,2,1,0,0,0,0,122.91,0,Not_Canceled
237,29257,0,2018,5,18,0,4,Meal Plan 1,0,0,2,0,1,0,0,0,72.0,1,Canceled
238,29258,0,2018,3,7,1,3,Meal Plan 1,0,5,1,0,2,0,0,0,107.0,0,Canceled
239,29259,1,2018,9,2,1,2,Not Selected,0,0,2,0,0,0,0,0,87.3,1,Canceled
240,29260,0,2018,12,21,0,1,Meal Plan 1,0,0,2,1,0,0,0,0,105.4,2,Canceled
241,29261,0,2017,9,10,1,3,Meal Plan 1,0,2,2,0,1,0,0,0,63.75,0,Canceled
242,29262,0,2017,8,10,1,3,Not Selected,0,0,2,0,0,0,0,0,115.0,0,Not_Canceled
243,29263,2,2018,12,18,2,1,Meal Plan 1,0,0,2,0,1,0,0,0,75.0,0,Canceled
244,29264,0,2018,3,17,0,1,Meal Plan 1,0,0,1,0,2,1,0,1,79.0,1,Canceled
245,29265,2,2018,10,9,2,1,Meal Plan 1,0,0,1,0,0,0,0,0,80.0,0,Not_Canceled
246,29266,1,2017,9,22,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,95.0,0,Canceled
247,29267,0,2018,10,13,0,3,Meal Plan 1,0,0,2,0,1,0,0,0,105.0,0,Canceled
248,29268,0,2018,11,15,0,2,Meal Plan 1,0,0,1,0,0,0,0,0,103.0,2,Canceled
249,29269,0,2017,12,3,2,3,Meal Plan 1,0,0,2,0,1,0,0,0,58.0,0,Canceled
250,29270,0,2017,9,15,0,1,Meal Plan 1,0,0,2,0,0,0,0,0,105.0,1,Canceled
